datetime,Qh,Qtau,Ustar,T_air,Rho_air,Wind_vel,Cd,qc_tot,qc_tot_ext
2023-12-28 11:00:00,15.47,0.4068,0.5558776843874919,-4.99,1.316504854368932,4.16,0.01785549186390532,1,1
2023-12-28 11:30:00,3.18,0.3107,0.4856953777832356,-5.09,1.3170835099618483,4.32,0.012640389231824412,1,1
2023-12-28 12:00:00,0.79,0.2578,0.4422668877499196,-5.28,1.3179959100204497,4.05,0.011925011431184272,1,1
2023-12-28 12:30:00,-17.51,0.239,0.4254409477236529,-5.77,1.3204419889502763,3.83,0.012339030193129678,1,1
2023-12-28 13:00:00,-13.95,0.1843,0.3733630940518894,-6.12,1.3220946915351506,3.51,0.011314843223675135,1,1
2023-12-28 13:30:00,-17.27,0.1291,0.3124099870362662,-6.19,1.322745901639344,2.93,0.011368798704702445,1,1
2023-12-28 14:00:00,-10.9,0.0784,0.2435159132377184,-6.28,1.3220910623946036,2.64,0.008508379247015608,1,1
2023-12-28 14:30:00,-9.7,0.0286,0.1469693845669906,-6.25,1.324074074074074,3.46,0.0018042701059173358,1,1
2023-12-28 15:00:00,-28.67,0.1446,0.3307567081708245,-6.0,1.3217550274223038,4.28,0.005972137304568081,1,1
2023-12-28 15:30:00,-26.79,0.2231,0.4110960958218893,-5.78,1.320118343195266,4.02,0.010457661939060914,1,1
2023-12-28 16:00:00,-28.12,0.3046,0.4803123983409131,-5.8,1.3203294321629822,5.07,0.008974942520686716,1,1
2023-12-28 16:30:00,-11.15,0.5926,0.669776081985614,-5.94,1.3209986625055732,6.3,0.01130259511211892,1,1
2023-12-28 17:00:00,-9.7,0.4034,0.5524490926773253,-6.11,1.32175622542595,5.39,0.010505264679661713,1,1
2023-12-28 17:30:00,-16.74,0.1837,0.3726929030716844,-6.21,1.3225341972642188,4.03,0.00855248169744287,1,1
2023-12-28 18:00:00,-19.93,0.1534,0.340587727318528,-6.22,1.322413793103448,3.93,0.007510569832112864,1,1
2023-12-28 18:30:00,-13.82,0.1063,0.2835489375751565,-6.26,1.3221393034825877,3.72,0.00580992022199098,1,1
2023-12-28 19:00:00,-4.12,0.0582,0.2097617696340303,-6.38,1.3227272727272723,3.53,0.0035310451091012684,1,1
