datetime_utc,Qh,Qle,Qtau,Ustar,T_air,RH_air,P_air,Rho_air,Wind_V,Wind_U,Wind_W,Wind_vel,Wind_W_std,Wind_dir,Qco2,Cd,qc_tot,qc_tot_noCd,qc_tot_ext,qc_tot_noCd_ext
2023-11-30 16:00:00,-2.24082,6.38084,0.193833535694048,0.38438,270.106,21.0128,101753.0,1.31192,-0.442125,-2.56534,-0.00313553,2.60316,0.5661978452802519,350.874,29.2689,0.02180318000419185,1,1,1,1
2023-11-30 16:30:00,-12.9721,8.59272,0.2975984264829733,0.476252,270.032,20.7157,101737.0,1.31207,-0.427983,-3.54075,0.0673094,3.56716,0.6779373127362146,353.089,38.4914,0.017824955162130524,1,1,1,1
2023-11-30 17:00:00,-9.25127,1.68527,0.101826922817925,0.27855,269.933,20.7343,101722.0,1.31237,0.782727,-3.16751,0.0160646,3.26283,0.4962126560256197,14.0684,7.43206,0.007288152175583861,1,1,1,1
2023-11-30 17:30:00,-19.5975,3.79283,0.1709035849298164,0.360958,269.999,21.0361,101697.0,1.31171,0.997074,-2.62698,-0.0122826,2.80986,0.4814831253533191,22.2364,15.195,0.016502281054607854,1,1,1,1
2023-11-30 18:00:00,-21.9052,5.60969,0.2006027333122179,0.391246,270.211,20.8048,101683.0,1.3105,-0.155379,-3.15637,0.0883853,3.16143,0.6311196400049677,357.515,19.5127,0.015315552931826742,1,1,1,1
2023-11-30 18:30:00,-15.5368,9.71617,0.3236541316434501,0.496811,270.064,21.4313,101690.0,1.31129,-0.488459,-2.12595,0.0739034,2.1826,0.6450813902136691,345.642,33.2269,0.05181244709380572,1,1,1,1
2023-11-30 19:00:00,-14.689,6.16674,0.1513027775211011,0.339713,270.129,20.8698,101695.0,1.31106,-0.853942,-2.82332,-0.09354,2.95112,0.4828343401209156,343.439,21.2934,0.013251059206852333,1,1,1,1
2023-11-30 19:30:00,-9.66201,10.414,0.1880880477664115,0.378701,270.01,21.3757,101685.0,1.3115,-0.872204,-2.33206,0.113342,2.49241,0.545105494377006,338.892,42.9857,0.023086278675211798,1,1,1,1
2023-11-30 20:00:00,-12.3559,5.72302,0.2618511965664212,0.446681,269.788,21.2268,101669.0,1.31238,-0.425969,-2.4434,0.00685279,2.48027,0.6098491616785252,348.385,19.6992,0.03243374059104786,1,1,1,1
2023-11-30 20:30:00,-11.7335,6.68445,0.3061629529719178,0.482786,269.575,21.2274,101678.0,1.31354,-0.424105,-2.80472,-0.0801673,2.83774,0.727786369754202,351.919,22.8875,0.0289443720336549,1,1,1,1
2023-11-30 21:00:00,-6.90341,6.66499,0.3024897259213414,0.479611,269.295,21.3458,101686.0,1.31502,-0.0962475,-2.33391,0.0548772,2.33653,0.7032723512267491,356.672,19.0446,0.042134277119052745,1,1,1,1
2023-11-30 21:30:00,-13.4219,8.20489,0.3760251199425397,0.534518,269.073,21.8811,101686.0,1.31611,-0.217238,-1.58256,0.126613,1.60241,0.6977857837474192,347.914,30.2815,0.11126981766559961,1,1,1,1
