datetime_utc,Qh,Qle,Qtau,Ustar,Rho_air,Wind_vel,Wind_U_std,Wind_V_std,Wind_W_std,Cd,qc_tot,qc_tot_noCd,qc_tot_ext,qc_tot_noCd_ext
2023-12-02 21:30:00,-6.496295176758854,0.5661436169,0.01082106237563,0.09199201,1.279865,1.212382,1.004957,0.3278632,0.1653413,0.00575733176943664,1,1,0,1
2023-12-02 22:00:00,-3.687094528177285,-0.4988437076999999,0.0179076993750515,0.1182193,1.282441,0.05516143,0.2540379,0.2871094,0.1491427,4.593098239541119,0,1,0,1
2023-12-02 22:30:00,-1.1774317479400276,0.465526136,0.0010611934983985,0.02875629,1.284377,0.974563,0.5399314,0.2173062,0.07231815,0.0008706545447114774,1,1,1,1
2023-12-02 23:00:00,3.510352816386592,-0.4089800266,0.00281792069238,0.04683594,1.285674,1.348901,0.1482846,0.18531,0.02745665,0.0012055863681785875,1,1,1,1
2023-12-02 23:30:00,2.3256048299513687,-0.11686250131,0.0076937239967715,0.07731057,1.288376,1.608266,0.2099117,0.3731124,0.115915,0.002310798032606051,1,1,1,1
2023-12-03 00:00:00,8.405268956415938,-1.3721964091,0.0126456054542066,0.09897604,1.292071,1.447842,0.4203191,0.3266621,0.1200419,0.004673236995362439,1,1,1,1
2023-12-03 00:30:00,11.056356756645522,-2.0862879315,0.0348423961469562,0.1642534,1.292679,1.262681,0.7165321,0.2623837,0.125344,0.016921600792135304,1,1,1,1
2023-12-03 01:00:00,0.8953302666596346,-0.2674959556,0.0041216158587177,0.05643251,1.295564,0.9952777,0.3738945,0.3371707,0.08742159,0.0032149201264302855,1,1,1,1
2023-12-03 01:30:00,23.54305557594678,9.044881506,0.0207144980894825,0.1267043,1.291809,0.7007043,0.2611527,0.2605919,0.2260171,0.03269739415253407,1,1,1,1
2023-12-03 02:00:00,73.12277027101312,18.074521918,0.0487034894271108,0.1948241,1.284585,0.6896803,0.3783116,0.3326292,0.3298079,0.07979757899503961,1,1,1,1
2023-12-03 02:30:00,-9.321277870878182,6.244481794,0.0485916105841653,0.1951218,1.277721,0.7360595,0.4211059,0.2998553,0.3303669,0.07027255478168493,1,1,1,1
2023-12-03 03:00:00,13.853318570337796,14.141594376,0.018967522757797,0.1222484,1.270595,0.817136,0.5125028,0.5125678,0.4361891,0.022381937507439123,1,1,1,1
2023-12-03 03:30:00,28.94122760556161,6.659140091,0.0694351776059146,0.2344943,1.264073,1.626898,0.4538009,0.5475999,0.4332563,0.02077513863172457,1,1,1,1
2023-12-03 04:00:00,115.5168204603172,16.66964019,0.2101698155268235,0.4089383,1.258085,1.85201,0.6998195,0.9304999,0.50792,0.04875609558641695,1,1,1,1
2023-12-03 04:30:00,74.2115102208216,6.251684674,0.0429481910786774,0.1852503,1.252838,2.354652,0.6635011,0.7782739,0.4849755,0.006189625577236439,1,1,1,1
2023-12-03 05:00:00,92.8108559613507,7.201166815,0.0919477708032017,0.2717214,1.246707,2.349843,0.6474486,0.9680743,0.5473412,0.01337118795617319,1,1,1,1
2023-12-03 05:30:00,79.64041790649881,-2.545710377,0.1754318873003777,0.3763641,1.239677,3.379049,0.9659072,1.073166,0.6509936,0.012405875051838385,1,1,1,1
2023-12-03 06:00:00,64.70192992725079,4.800536946999999,0.2392319463038002,0.4400271,1.236621,3.203347,1.090284,1.218362,0.6992638,0.018869086565009095,1,1,1,1
2023-12-03 06:30:00,34.24064769067023,6.192933683,0.3866583733369388,0.5597993,1.234913,3.444543,1.016723,1.167773,0.6927472,0.026412011691746683,1,1,1,1
2023-12-03 07:00:00,24.420975744021444,4.354683677,0.2138836292130599,0.4164061,1.234612,3.417851,0.9193873,1.003426,0.5648534,0.014843212811488994,1,1,1,1
2023-12-03 07:30:00,4.937377854482606,2.660216161,0.1733760292111276,0.3750659,1.233594,2.945857,0.8518298,0.6244847,0.5086369,0.016210329391552564,1,1,1,1
2023-12-03 08:00:00,-2.9002047608113,-0.07967790842,0.0271680636500789,0.1484603,1.233828,1.98927,0.3860012,0.51875,0.249897,0.005569717927945042,1,1,1,1
2023-12-03 08:30:00,-0.8877203593115428,-0.013543805356,0.0024828911601737,0.04486993,1.234453,1.317661,0.1724863,0.1750788,0.09327757,0.0011595871663013918,1,1,1,1
2023-12-03 09:00:00,-3.861019231843442,-0.0597876555,0.0194047087330028,0.1254331,1.234579,1.686565,0.3126723,0.2917133,0.166739,0.005531184490462271,1,1,1,1
2023-12-03 09:30:00,-11.11497683903646,0.4384823228,0.0263259893367153,0.146072,1.235066,1.474215,0.3733864,0.2810524,0.1879837,0.009817757474713919,1,1,1,1
2023-12-03 10:00:00,-2.83887944063515,0.17306572361,0.0028251662357344,0.04782217,1.236562,1.651086,0.2916045,0.4541665,0.1488727,0.0008389173341234599,1,1,1,1
2023-12-03 10:30:00,-2.9868997542327698,0.8039992211,0.0098647965398044,0.0892973,1.238291,1.918939,0.3538941,0.4872869,0.1011058,0.002165480695972674,1,1,1,1
2023-12-03 11:00:00,-3.813730959971298,1.61056897,0.0124312930571076,0.1001959,1.239404,0.8927739,0.356925,0.2304236,0.06906244,0.012595544037910888,1,1,1,1
2023-12-03 11:30:00,-4.168636162124295,0.2894139693,0.008605434974076,0.08338697,1.238667,0.8050123,0.3044127,0.2190942,0.06735858,0.01072979326732999,1,1,1,1
2023-12-03 12:00:00,8.962792615206231,-1.4814763536,0.0075673985183597,0.07812694,1.24089,0.6930655,0.2282101,0.2518805,0.0918804,0.012707293701813022,1,1,1,1
2023-12-03 12:30:00,-0.0397634008021522,-1.0634299519,0.0061153046663945,0.07021206,1.24162,0.7779616,0.2387706,0.2234946,0.1053895,0.008145300457955851,1,1,1,1
2023-12-03 13:00:00,-12.794617786157753,1.3417557377,0.0333213165079947,0.1638256,1.2426,1.505942,0.5596114,0.3735321,0.2552445,0.011834421764775173,1,1,1,1
2023-12-03 13:30:00,-52.5494324143815,6.34076029,0.0658711547572544,0.2301041,1.245135,1.647352,0.5022344,0.5129932,0.4274771,0.01951083692417732,1,1,1,1
2023-12-03 14:00:00,-5.962481008084165,0.8225193762,0.0287034197565527,0.1518725,1.245492,2.142445,0.3539597,0.3131007,0.2247057,0.005025033028179369,1,1,1,1
2023-12-03 14:30:00,-21.485601842749155,1.4257838355,0.0310768118362488,0.1579745,1.246361,1.302162,0.6096575,0.3168005,0.2606328,0.014717835478523041,1,1,1,1
2023-12-03 15:00:00,-1.105613463430539,-0.2349399634099999,0.0179960770434389,0.1201811,1.247084,0.7033299,0.3775874,0.3475389,0.23376,0.02919807288588047,1,1,1,1
2023-12-03 15:30:00,18.24814549547279,-1.806084645,0.0109204378372222,0.09353945,1.249269,0.601729,0.3496861,0.2759029,0.2423152,0.02416505226628445,1,1,1,1
2023-12-03 16:00:00,41.4121506676028,-7.544734187,0.0191763469156521,0.1237853,1.252742,0.9417982,0.4429112,0.4379191,0.1952058,0.01727517418082202,1,1,1,1
2023-12-03 16:30:00,-2.7148592550187134,-0.03645117464,0.0136960916169364,0.1044172,1.257491,1.672136,0.3663481,0.2343318,0.1665401,0.003899427878506917,1,1,1,1
2023-12-03 17:00:00,17.159838346973448,-3.066278521,0.0170483547385543,0.1163777,1.260166,1.597533,0.3128098,0.2036529,0.1589536,0.005306887285189793,1,1,1,1
