datetime_utc,Qh,Qle,Qtau,Ustar,T_air,RH_air,P_air,Rho_air,Wind_V,Wind_U,Wind_W,Wind_vel,Wind_U_std,Wind_V_std,Wind_W_std,Wind_dir,Qco2,Cd,qc_tot,qc_tot_noCd,qc_tot_ext,qc_tot_noCd_ext
2023-11-30 16:00:00,-24.3901,5.06274,0.060315784901329,0.213479,270.378,24.151,102760.0,1.32349,-0.606324,-0.314135,-0.119848,0.693306,0.6662446997913004,0.526181527611907,0.3649684917907297,299.975,8.87453,0.09481136565840925,1,1,1,1
2023-11-30 16:30:00,-24.66,2.97507,0.1556755833366879,0.342934,270.288,24.3926,102745.0,1.32373,-0.240139,-0.535151,-0.0695615,0.590671,0.6664030312055911,0.8251418059945818,0.4487571726446275,337.576,2.10592,0.33707752183178274,1,1,1,1
2023-11-30 17:00:00,-27.3278,3.74837,0.1144341773116955,0.294002,270.21,23.9844,102728.0,1.3239,0.512428,-0.651689,-0.188281,0.850135,0.688496913573329,0.5730026177950673,0.3931450114143635,39.7922,-0.340832,0.11959823671833254,1,1,1,1
2023-11-30 17:30:00,-8.16307,-0.593459,0.038206094535022,0.169869,270.109,24.7629,102702.0,1.32405,0.519194,-0.338832,-0.112625,0.630123,0.5129844052210555,0.5127231221624396,0.2956927459374003,60.0398,-2.74363,0.07267375430354449,1,1,1,1
2023-11-30 18:00:00,-15.7953,3.01427,0.080967166037961,0.247381,270.283,24.9055,102691.0,1.32305,0.293733,-0.431253,-0.116892,0.534716,0.6754206096944333,0.5588192910055987,0.3481809874188997,41.7471,-1.04265,0.21403575188056204,1,1,1,1
2023-11-30 18:30:00,-30.5758,7.07181,0.053088949009772,0.200263,270.158,25.3507,102698.0,1.32374,0.0956203,-0.176762,-0.0466732,0.206317,0.572906624154408,0.4862859241228353,0.2659026137517267,54.0748,-5.01757,0.9421746327429203,1,1,1,1
2023-11-30 19:00:00,-20.2358,5.08817,0.0668973747089326,0.224818,270.207,25.3809,102703.0,1.32357,0.127342,-0.663469,-0.0750417,0.679734,0.5181457323958193,0.5370726207879154,0.2838675747597812,14.8514,2.27176,0.10939164988569867,1,1,1,1
2023-11-30 19:30:00,-11.0663,9.00628,0.0049052904332083,0.060864,270.056,26.2182,102694.0,1.32417,-0.293478,-0.377468,-0.0769163,0.48428,0.3246428807166422,0.5019950198956161,0.2461259840000645,322.771,8.30732,0.015795301290837845,1,1,1,1
2023-11-30 20:00:00,-17.1374,5.36086,0.0598272319204624,0.212538,269.967,25.1351,102677.0,1.32442,0.165464,-0.456427,-0.137266,0.504525,0.5396183836749819,0.5448128118904694,0.3473600437586338,21.393,4.15689,0.17746299097670318,1,1,1,1
2023-11-30 20:30:00,-20.3696,4.28556,0.0699485735087027,0.229736,269.818,24.5678,102689.0,1.32532,0.334407,-0.383659,-0.153492,0.531585,0.6089761900107425,0.4866898396309502,0.3848246353860418,47.6788,3.0159,0.1867723894277551,1,1,1,1
2023-11-30 21:00:00,-10.4056,1.69965,0.0517867388068836,0.197588,269.615,24.4428,102700.0,1.32647,0.140799,-0.387661,-0.0920416,0.422584,0.7481991713441014,0.5342705307239021,0.3368664423773909,24.0593,-0.546316,0.21862258811719176,1,1,0,1
2023-11-30 21:30:00,-7.65484,4.33255,0.1638849748583893,0.351274,269.262,25.2949,102695.0,1.32815,-0.0438807,-0.0272105,-0.0552988,0.0756564,0.4058386378845661,0.7035318045404912,0.3937956322764385,185.543,24.9561,21.557612832489383,0,1,0,1
2023-11-30 22:00:00,-15.7768,6.15683,0.0538632987516953,0.201424,269.329,25.4925,102680.0,1.32761,-0.111161,-0.377913,-0.0954237,0.405316,0.5631456294778465,0.7362615024568377,0.3745063417353569,340.575,4.82945,0.24696473112337425,1,1,1,1
2023-11-30 22:30:00,-12.1628,1.54171,0.0797263744591059,0.245059,269.31,26.0732,102670.0,1.32758,0.5083,-0.490375,-0.186246,0.730427,0.5008173319684533,0.7315134995336723,0.3667165117635146,46.0651,-2.7306,0.11256093117313944,1,1,1,1
2023-11-30 23:00:00,-14.7318,3.00554,0.0421804352585312,0.177999,268.514,29.5932,102657.0,1.3313,1.21101,-0.132828,-0.204239,1.23527,0.5084623879895149,0.5830240132275857,0.3056602689261396,83.9266,6.52687,0.02076401512276413,1,1,1,1
2023-11-30 23:30:00,-5.69136,0.207339,0.0423378663019537,0.178167,268.02,31.3476,102658.0,1.33375,0.94006,0.265777,-0.159441,0.989834,0.4040099008687782,0.3710565994562015,0.249210152281162,106.863,1.9901,0.03239886527421201,1,1,1,1
2023-12-01 00:00:00,-4.84334,0.504026,0.037568741421731,0.16783,268.033,30.9729,102666.0,1.33379,0.982746,0.186937,-0.190978,1.01843,0.4311739788066993,0.3791490472096692,0.245001836727809,101.31,3.0438,0.027156689163330645,1,1,1,1
