datetime_utc,Qh,Qle,Qtau,Ustar,Rho_air,Wind_vel,Wind_W_std,Cd,qc_tot,qc_tot_noCd,qc_tot_ext,qc_tot_noCd_ext
2023-12-03 07:30:00,-7.84248442517374,-1.0887320687,0.1268318427572723,0.3209832,1.231566,3.629678,0.4858285,0.007820389906069099,1,1,1,1
2023-12-03 08:00:00,0.3343872204227654,-4.5319870700000005,0.0397903977961371,0.1798952,1.230135,2.643244,0.314104,0.004631958300971987,1,1,1,1
2023-12-03 08:30:00,-1.0905884140763746,0.07195184423,0.0012032026672727,0.03128816,1.229705,2.327351,0.09533996,0.00018073250777769458,1,1,1,1
2023-12-03 09:00:00,-0.2206475185840627,0.06500806783,0.0022992488723485,0.04326514,1.22897,2.477191,0.05393301,0.0003050403143193442,1,1,1,1
2023-12-03 09:30:00,-1.2891202575107286,0.21287171464,0.0066720379361742,0.07370783,1.228748,2.768962,0.07404643,0.0007085871292867957,1,1,1,1
2023-12-03 10:00:00,-4.2419632664925855,4.599576595,0.0348936257287004,0.1685684,1.228524,3.534688,0.1574216,0.0022743126045573726,1,1,1,1
2023-12-03 10:30:00,-5.965079810512557,1.2158373905,0.0132104296156022,0.1036831,1.229342,3.41392,0.1100557,0.0009223787042370913,1,1,1,1
2023-12-03 11:00:00,-0.5478998483539456,0.04731892,0.0133424751414227,0.1042117,1.229051,2.676816,0.07388103,0.0015156395243136247,1,1,1,1
2023-12-03 11:30:00,-1.3970197698938311,0.1632362684,0.0079879322561276,0.08062834,1.229211,1.915206,0.05246872,0.001772329432600753,1,1,1,1
2023-12-03 12:00:00,-1.7444265611364558,0.1966271194,0.0076778436812361,0.07898416,1.231212,1.000521,0.1093218,0.006232002093103705,1,1,1,1
2023-12-03 12:30:00,0.447910592111564,0.1227348243,0.0075264534294892,0.07818923,1.23158,1.674376,0.125152,0.0021806596711509674,1,1,1,1
2023-12-03 13:00:00,-7.3480291256311,0.3686028822,0.0090842646184502,0.08586589,1.232565,2.698995,0.1677707,0.0010121320828569353,1,1,1,1
2023-12-03 13:30:00,-11.867830905619597,0.8294806596,0.0098736048206419,0.08949482,1.233214,3.463918,0.1722933,0.0006675143287209619,1,1,1,1
2023-12-03 14:00:00,-0.4059573996881992,-0.572036223,0.0095197488844179,0.08796975,1.230601,3.758959,0.04279682,0.0005476858718460004,1,1,1,1
2023-12-03 14:30:00,-1.917062785273156,0.4863639678,0.0102893535740453,0.09141532,1.231756,3.416183,0.08657786,0.0007160703861070908,1,1,1,1
