datetime_utc,Qh,Qle,Qtau,Ustar,T_air,RH_air,P_air,Rho_air,Wind_V,Wind_U,Wind_W,Wind_vel,Wind_W_std,Wind_dir,Qco2,Cd,qc_tot,qc_tot_noCd,qc_tot_ext,qc_tot_noCd_ext
2023-11-30 16:00:00,-9.15578,4.40934,0.1269051524473769,0.311849,269.734,20.9756,101072.0,1.30494,-0.286078,-4.33516,0.0176763,4.34463,0.5459532947056919,356.514,26.352,0.00515208616961631,1,1,1,1
2023-11-30 16:30:00,-12.1824,2.59912,0.0343960027959954,0.162358,269.7,20.5866,101051.0,1.30485,-0.474699,-5.86303,0.157942,5.88434,0.4150505993249497,355.578,12.7474,0.0007612930562805095,1,1,1,1
2023-11-30 17:00:00,-19.707,1.13336,0.0868438311160313,0.257971,269.641,20.9078,101038.0,1.30496,0.329026,-4.52843,0.0825124,4.54112,0.4446954013704212,4.57266,5.6566,0.003227125221731413,1,1,1,1
2023-11-30 17:30:00,-27.0802,2.22788,0.1629098307347254,0.353419,269.734,20.9506,101020.0,1.30427,0.632707,-4.28538,-0.0293775,4.33194,0.492268219571404,9.10306,6.49833,0.006656024653915161,1,1,1,1
2023-11-30 18:00:00,-32.6129,6.9383,0.3228579747579648,0.497787,269.979,20.525,101008.0,1.30294,-0.879134,-5.38716,0.201508,5.46214,0.5232408623186839,351.431,24.3204,0.00830541707600217,1,1,1,1
2023-11-30 18:30:00,-10.7021,5.163,0.0924727000104563,0.266296,269.776,21.2148,101017.0,1.30402,-0.965231,-4.03919,0.136887,4.15518,0.486640524412014,346.597,22.3517,0.004107235472614621,1,1,1,1
2023-11-30 19:00:00,-8.57737,3.78342,0.0519693511137077,0.199651,269.837,20.6363,101020.0,1.30378,-1.51782,-4.06248,-0.13842,4.33898,0.4409262976961116,339.618,10.3519,0.0021172282640528747,1,1,1,1
2023-11-30 19:30:00,-22.8526,11.4571,0.2211937761983827,0.411765,269.638,21.016,101009.0,1.30459,-1.23109,-3.6932,0.02298,3.89305,0.5057578471956713,341.492,43.1988,0.01118713540227149,1,1,1,1
2023-11-30 20:00:00,-17.3329,6.96275,0.1359369202204147,0.322696,269.412,21.2298,100988.0,1.30542,-0.735228,-4.07074,0.0819005,4.13742,0.5738318569058362,348.893,26.5672,0.0060831418722786315,1,1,1,1
2023-11-30 20:30:00,-0.309192,6.65276,0.1718156935647817,0.362645,269.227,21.2828,100999.0,1.30647,-0.682892,-5.14539,0.130689,5.19216,0.6551320477583127,352.78,23.5646,0.0048782859504987765,1,1,1,1
2023-11-30 21:00:00,-20.5297,3.97976,0.1963208709000608,0.387388,268.917,21.5814,101016.0,1.3082,0.209623,-4.10977,0.117872,4.1168,0.697699792174256,3.09356,12.6003,0.008854678340948012,1,1,1,1
2023-11-30 21:30:00,-13.1189,13.2794,0.5116660531161052,0.625185,268.729,22.0212,101015.0,1.30909,0.0531311,-2.81208,0.112818,2.81484,0.7918150036466851,359.865,59.5777,0.04932983594968337,1,1,1,1
2023-11-30 22:00:00,-12.8937,4.1524,0.1332436987630162,0.319062,268.729,21.8714,100997.0,1.30887,0.0951411,-4.15959,-0.0450804,4.16093,0.56169208646731,1.91544,14.756,0.005879891971752544,1,1,1,1
2023-11-30 22:30:00,-30.828,9.76848,0.2135146538239871,0.403863,268.669,22.3024,100990.0,1.30906,0.585239,-3.63221,0.110617,3.68072,0.5039355117472869,9.84537,33.5751,0.01203933702099082,1,1,1,1
2023-11-30 23:00:00,-28.4116,4.46974,0.0476670190723291,0.190583,267.959,25.0296,100979.0,1.31235,1.36716,-2.22736,0.0335577,2.61369,0.2890709255528823,32.4884,12.5661,0.005316920484767618,1,1,1,1
2023-11-30 23:30:00,-9.73192,1.26402,0.0418406669662242,0.178433,267.561,26.8969,100969.0,1.31416,1.68151,-1.92778,-0.0203061,2.55817,0.2626471016402046,40.5597,1.04321,0.004865097536339011,1,1,1,1
2023-12-01 00:00:00,5.57109,2.6176,0.026515407548206,0.142128,267.909,26.6303,100983.0,1.31262,1.9564,-0.85634,-0.0061823,2.13562,0.2557101875170405,66.9468,6.77224,0.004429057625350416,1,1,1,1
2023-12-01 00:30:00,-8.18789,3.92864,0.0476107997312368,0.190669,268.515,24.9967,100979.0,1.30962,1.98028,-0.808488,-0.0268719,2.13913,0.3143601437841636,67.6382,12.1836,0.007944852170294938,1,1,1,1
2023-12-01 01:00:00,-0.668435,12.0841,0.0950648896407411,0.269707,269.067,23.7232,100975.0,1.30688,1.71751,-1.12076,0.00995602,2.05086,0.4158220773359683,58.505,41.9199,0.017294675082336224,1,1,1,1
2023-12-01 01:30:00,79.4829,17.8746,0.1827408271332397,0.374486,269.786,22.9075,100949.0,1.30306,1.19495,-1.71003,0.0936485,2.08827,0.5103547785609537,36.8706,57.9559,0.03215865480293582,1,1,1,1
2023-12-01 02:00:00,-20.4003,16.1744,0.0970134338531047,0.273705,271.45,20.1049,100943.0,1.29499,0.686703,-0.594845,-0.124612,0.917023,0.545016513511288,55.8167,59.8619,0.0890850863678331,1,1,1,1
2023-12-01 02:30:00,48.7669,3.09421,0.1590347538676321,0.351591,273.283,17.2749,100959.0,1.28652,0.358802,0.580445,-0.0816021,0.687251,0.5034739317978638,149.006,-5.39902,0.2617247165432222,1,1,1,1
2023-12-01 03:00:00,132.024,8.52886,0.0787099176389926,0.247576,273.71,17.0471,100930.0,1.28414,0.104014,1.3122,0.0352514,1.31678,0.5872869826583933,180.589,4.04055,0.03535009950522399,1,1,1,1
2023-12-01 03:30:00,85.717,14.8217,0.1469969309467046,0.338403,273.695,17.3006,100885.0,1.28363,-0.022993,1.66829,-0.0719592,1.67,0.6540993808283264,184.811,27.5432,0.041061562052780665,1,1,1,1
2023-12-01 04:00:00,94.2345,11.3375,0.2636719877149386,0.453697,274.089,17.8121,100822.0,1.28095,-0.256882,1.49254,-0.180013,1.52515,0.6816788099977877,196.214,28.4283,0.08849254737006004,1,1,1,1
2023-12-01 04:30:00,63.3214,9.06305,0.048877363857564,0.195717,274.969,17.0803,100756.0,1.276,-0.47564,0.538621,0.0240452,0.718974,0.5317941331003944,213.974,-7.10611,0.07410213646597161,1,1,1,1
2023-12-01 05:00:00,207.627,0.623023,0.4723419292711519,0.60932,275.6,17.3051,100691.0,1.27223,-0.123553,0.92504,0.509145,1.06311,0.7923856384362351,190.527,-14.5095,0.32849930889854434,1,1,1,1
2023-12-01 05:30:00,156.944,-1.395,0.1888439696022454,0.384574,274.481,19.0247,100648.0,1.27686,-0.30974,2.00764,0.0249862,2.03154,0.5900305076858314,190.985,18.9915,0.03583513816678694,1,1,1,1
2023-12-01 06:00:00,65.312,7.14196,0.0547370616822681,0.207364,275.228,18.0921,100614.0,1.27296,-0.384452,1.12009,0.0598398,1.18574,0.5671252066343022,200.531,15.9875,0.030583542048039685,1,1,1,1
2023-12-01 06:30:00,41.9996,2.8033,0.040243367874129,0.17773,274.87,18.9439,100567.0,1.27401,-0.379493,1.50772,0.142284,1.56124,0.5708914082380291,198.247,8.70077,0.012959317868500653,1,1,1,1
2023-12-01 07:00:00,35.7519,11.5053,0.3717311970914459,0.53997,274.597,20.3213,100543.0,1.27494,-0.541198,1.90235,0.147851,1.98335,0.5460173989901786,197.417,24.8623,0.07412087581367385,1,1,1,1
